Hour,Minute,Day,Capacity (MW)
6,30,2,526.715067
6,45,2,555.57868
6,60,2,539.0425694
7,15,2,606.4190915
7,30,2,572.3238333
7,45,2,581.3887713
7,60,2,541.4925892
8,15,2,551.1437629
8,30,2,554.3546758
8,45,2,576.796211
8,60,2,554.2662365
9,15,2,570.2992337
9,30,2,525.2267672
9,45,2,553.0224755
9,60,2,545.3328886
10,15,2,532.9985765
10,30,2,567.130545
10,45,2,563.4310791
10,60,2,559.3630657
11,15,2,536.9826921
11,30,2,577.2720486
11,45,2,564.547437
11,60,2,553.9192891
12,15,2,559.1897059
12,30,2,554.5261347
12,45,2,530.1640235
12,60,2,554.1388936
13,15,2,545.2055302
13,30,2,542.7853928
13,45,2,539.8847049
13,60,2,550.0806701
14,15,2,526.031853
14,30,2,574.5994356
14,45,2,567.3283839
14,60,2,558.4871441
15,15,2,558.2457973
15,30,2,545.7490621
15,45,2,575.4908781
15,60,2,556.6342299
16,15,2,547.1181412
16,30,2,580.937185
16,45,2,555.1354978
16,60,2,549.1725948
17,15,2,554.0062536
17,30,2,544.9344474
17,45,2,540.4784997
17,60,2,600.165615
18,15,2,585.9154956
18,30,2,563.8493506
18,45,2,538.2359725
18,60,2,544.6472883
19,15,2,555.9251366
19,30,2,571.7704809
19,45,2,537.0100876
19,60,2,520.6750747
20,15,2,535.0932773
20,30,2,564.2745723
20,45,2,565.2214585
20,60,2,566.2089921
21,15,2,556.6822402
21,30,2,561.8219905
21,45,2,551.0203751
21,60,2,572.9262938
22,15,2,536.5240615
22,30,2,566.2638338
22,45,2,544.9216275
22,60,2,553.3329008
23,15,2,567.8640634
23,30,2,575.824914
23,45,2,540.5192548
23,60,2,579.4519831
24,15,2,569.6215432
24,30,2,557.7040409
24,45,2,555.619229
24,60,2,555.252784
1,15,3,553.8531282
1,30,3,559.1922569
1,45,3,559.6546231
1,60,3,572.3376479
2,15,3,583.8116084
2,30,3,566.4583893
2,45,3,555.3819927
2,60,3,569.0493661
3,15,3,561.8144303
3,30,3,541.9577053
3,45,3,574.3537614
3,60,3,563.8416036
4,15,3,561.0278138
4,30,3,567.2495825
4,45,3,563.0942215
4,60,3,543.4028779
5,15,3,556.1575323
5,30,3,556.4240856
5,45,3,550.1059738
5,60,3,586.3510358
6,15,3,544.4793106
6,30,3,550.8949476
6,45,3,547.1594855
6,60,3,539.5931441
7,15,3,555.6680391
7,30,3,554.3284703
7,45,3,583.8622871
7,60,3,554.738465
8,15,3,541.3938264
8,30,3,585.063596
8,45,3,579.0266976
8,60,3,555.056015
9,15,3,534.1591656
9,30,3,551.5364426
9,45,3,556.2622452
9,60,3,563.3342373
10,15,3,554.5397511
10,30,3,566.0738167
10,45,3,565.2303082
10,60,3,538.3413863
11,15,3,543.2968797
11,30,3,546.6830932
11,45,3,550.5020267
11,60,3,553.567179
12,15,3,559.0191182
12,30,3,509.2273669
12,45,3,551.3336703
12,60,3,579.1538804
13,15,3,541.3530981
13,30,3,574.10013
13,45,3,564.5497548
13,60,3,558.3401756
14,15,3,561.801742
14,30,3,533.195033
14,45,3,557.4310887
14,60,3,585.0716018
15,15,3,560.4249531
15,30,3,559.4922861
15,45,3,546.7966516
15,60,3,558.3105792
16,15,3,562.6185206
16,30,3,565.7949643
16,45,3,552.7121209
16,60,3,554.9442385
17,15,3,591.9428198
17,30,3,521.8457455
17,45,3,595.3110258
17,60,3,564.3409178
18,15,3,575.1859956
18,30,3,531.5726275
18,45,3,549.1561342
18,60,3,554.2630896
19,15,3,565.7348559
19,30,3,531.4738146
19,45,3,566.5356539
19,60,3,538.9606913
20,15,3,559.8985311
20,30,3,569.4940659
20,45,3,564.1689717
20,60,3,576.5377105
21,15,3,575.2844823
21,30,3,548.1596404
21,45,3,563.0230093
21,60,3,543.3555353
22,15,3,537.1773219
22,30,3,573.9544005
22,45,3,558.815816
22,60,3,557.9159774
23,15,3,573.7301533
23,30,3,568.5483351
23,45,3,564.5477932
23,60,3,579.2816126
24,15,3,574.0356534
24,30,3,562.7399245
24,45,3,547.5137887
24,60,3,548.1490669
1,15,4,578.3297076
1,30,4,532.4293365
1,45,4,558.4145581
1,60,4,526.9123717
2,15,4,575.5205525
2,30,4,572.9212959
2,45,4,558.8340233
2,60,4,557.6553948
3,15,4,518.1145322
3,30,4,568.3287909
3,45,4,522.9248404
3,60,4,520.8483814
4,15,4,560.1235148
4,30,4,543.2883663
4,45,4,565.5511015
4,60,4,569.8971267
5,15,4,572.8560818
5,30,4,547.5007251
5,45,4,566.1713117
5,60,4,560.4623679
6,15,4,572.3377659
6,30,4,567.5918914
6,45,4,573.5134335
6,60,4,556.6551771
7,15,4,556.4053122
7,30,4,575.3122506
7,45,4,524.0507601
7,60,4,550.5549205
8,15,4,538.0153689
8,30,4,552.5520868
8,45,4,569.4338795
8,60,4,572.3321534
9,15,4,542.2003726
9,30,4,551.1035855
9,45,4,561.0580972
9,60,4,554.0371965
10,15,4,563.7557697
10,30,4,565.3618695
10,45,4,543.5915293
10,60,4,555.9202885
11,15,4,523.9126114
11,30,4,577.5645712
11,45,4,548.5167842
11,60,4,539.1079759
12,15,4,554.6579255
12,30,4,535.4280508
12,45,4,558.4735608
12,60,4,549.636914
13,15,4,594.4652375
13,30,4,577.4516784
13,45,4,517.9409679
13,60,4,566.0395219
14,15,4,535.927483
14,30,4,554.6397467
14,45,4,561.5062947
14,60,4,571.0554061
15,15,4,554.3452214
15,30,4,584.6190334
15,45,4,550.9420588
15,60,4,564.1763734
16,15,4,569.6966976
16,30,4,560.2095373
16,45,4,573.2361971
16,60,4,564.1059991
17,15,4,545.978527
17,30,4,529.2610382
17,45,4,589.2401666
17,60,4,548.9188424
18,15,4,560.5069987
18,30,4,568.0340431
18,45,4,560.6745828
18,60,4,544.0046319
19,15,4,551.1585123
19,30,4,556.7705516
19,45,4,583.0255505
19,60,4,544.7234472
20,15,4,571.6600228
20,30,4,563.8671608
20,45,4,554.9867111
20,60,4,541.5123561
21,15,4,554.1636126
21,30,4,557.3958801
21,45,4,534.7610026
21,60,4,561.9610233
22,15,4,545.3540591
22,30,4,557.2722816
22,45,4,564.3188124
22,60,4,544.0058131
23,15,4,554.0962434
23,30,4,564.5455273
23,45,4,528.7619858
23,60,4,575.7739256
24,15,4,598.5034289
24,30,4,574.5203863
24,45,4,553.6458124
24,60,4,565.8315533
1,15,5,541.8559292
1,30,5,589.5556576
1,45,5,574.2143311
1,60,5,571.7038504
2,15,5,544.4769383
2,30,5,564.0525673
2,45,5,549.6757226
2,60,5,553.7169004
3,15,5,549.4839377
3,30,5,542.0237407
3,45,5,543.9388347
3,60,5,555.3789806
4,15,5,531.0045949
4,30,5,568.7614214
4,45,5,556.886642
4,60,5,570.2602547
5,15,5,563.2291483
5,30,5,566.9064791
5,45,5,534.5363089
5,60,5,542.113272
6,15,5,551.4976917
6,30,5,560.6101111
6,45,5,577.2924157
6,60,5,554.068305
7,15,5,579.4665853
7,30,5,566.5977042
7,45,5,578.0352912
7,60,5,560.8931235
8,15,5,548.0629232
8,30,5,534.5644972
8,45,5,561.3603549
8,60,5,572.2146859
9,15,5,554.0253323
9,30,5,549.9623264
9,45,5,553.7625335
9,60,5,540.8637677
10,15,5,550.7444293
10,30,5,555.8562967
10,45,5,559.5654189
10,60,5,557.7708703
11,15,5,568.8225571
11,30,5,560.6045306
11,45,5,588.5104329
11,60,5,563.9228301
12,15,5,588.354563
12,30,5,546.9775014
12,45,5,567.434575
12,60,5,554.5546934
13,15,5,568.6393329
13,30,5,568.5376471
13,45,5,523.0298262
13,60,5,537.0913036
14,15,5,535.2256074
14,30,5,565.3931944
14,45,5,582.882195
14,60,5,553.4650511
15,15,5,572.1127276
15,30,5,567.7454915
15,45,5,541.5997791
15,60,5,565.3215347
16,15,5,546.5064831
16,30,5,583.6362891
16,45,5,558.2818862
16,60,5,585.5963144
17,15,5,551.8567925
17,30,5,568.4640242
17,45,5,557.7871076
17,60,5,525.7155323
18,15,5,542.7375069
18,30,5,568.84181
18,45,5,557.9165141
18,60,5,540.5013571
19,15,5,548.5611833
19,30,5,562.8996054
19,45,5,542.5592789
19,60,5,574.7749352
20,15,5,548.3265854
20,30,5,588.4260811
20,45,5,541.1375895
20,60,5,562.0757312
21,15,5,533.9157952
21,30,5,546.9691585
21,45,5,549.1034923
21,60,5,565.3848759
22,15,5,574.2377224
22,30,5,563.7339553
22,45,5,552.7078333
22,60,5,572.1645469
23,15,5,571.8927801
23,30,5,560.7827605
23,45,5,568.1663237
23,60,5,565.5724707
24,15,5,542.658434
24,30,5,571.2491335
24,45,5,548.0566147
24,60,5,548.9288545
1,15,6,561.7116195
1,30,6,553.7811682
1,45,6,556.6571008
1,60,6,568.5610051
2,15,6,575.9516527
2,30,6,555.5744172
2,45,6,564.1790915
2,60,6,554.9140044
3,15,6,562.5735011
3,30,6,566.0177657
3,45,6,548.7169047
3,60,6,563.3140782
4,15,6,568.6550403
4,30,6,560.3260812
4,45,6,587.1325036
4,60,6,548.8529146
5,15,6,546.7493315
5,30,6,530.1694758
5,45,6,573.7195998
5,60,6,573.0091414
6,15,6,557.5071542
6,30,6,573.5230519
6,45,6,561.822225
6,60,6,563.5752345
7,15,6,560.663905
7,30,6,566.0170173
7,45,6,560.4792142
7,60,6,604.4436777
8,15,6,539.7166935
8,30,6,528.460124
8,45,6,540.1420497
8,60,6,540.9169676
9,15,6,551.7168158
9,30,6,556.0571481
9,45,6,555.2376056
9,60,6,567.6766447
10,15,6,565.1872878
10,30,6,571.1126185
10,45,6,587.9250491
10,60,6,578.836534
11,15,6,537.8080976
11,30,6,520.6900146
11,45,6,573.5796181
11,60,6,528.7655947
12,15,6,559.9078106
12,30,6,559.3957992
12,45,6,595.2737414
12,60,6,557.6819627
13,15,6,550.5101214
13,30,6,562.6752043
13,45,6,562.8388254
13,60,6,559.9616401
14,15,6,548.852537
14,30,6,538.8011464
14,45,6,563.9961109
14,60,6,536.8322306
15,15,6,541.9181423
15,30,6,580.607004
15,45,6,551.9575547
15,60,6,556.5179334
16,15,6,573.5450915
16,30,6,553.9021828
16,45,6,575.6657167
16,60,6,553.16627
17,15,6,575.3945665
17,30,6,569.1172072
17,45,6,555.3279431
17,60,6,544.6435351
18,15,6,541.7393171
18,30,6,554.3939735
18,45,6,551.642626
18,60,6,552.1250015
19,15,6,574.9156355
19,30,6,553.9416978
19,45,6,577.5370238
19,60,6,550.1123787
20,15,6,574.735901
20,30,6,550.2657596
20,45,6,561.7055785
20,60,6,574.7059782
21,15,6,552.0382739
21,30,6,551.6405116
21,45,6,591.6105043
21,60,6,574.3827636
22,15,6,551.7430971
22,30,6,569.4381599
22,45,6,552.920551
22,60,6,570.3703378
23,15,6,581.9924493
23,30,6,532.5490785
23,45,6,575.6573247
23,60,6,582.6819326
24,15,6,559.5921056
24,30,6,587.4012223
24,45,6,561.3586936
24,60,6,538.5633508
1,15,7,522.9074987
1,30,7,553.3571263
1,45,7,570.4957039
1,60,7,564.0109646
2,15,7,565.5858021
2,30,7,549.368109
2,45,7,561.1723095
2,60,7,531.990042
3,15,7,546.3723267
3,30,7,545.411357
3,45,7,567.3229619
3,60,7,558.5831998
4,15,7,539.8989842
4,30,7,558.6590771
4,45,7,547.5228015
4,60,7,547.9011349
5,15,7,572.961126
5,30,7,560.6716762
5,45,7,565.3361998
5,60,7,573.2855871
6,15,7,561.7658185
6,30,7,567.8324885
6,45,7,569.9951252
6,60,7,577.9778638
7,15,7,566.6048378
7,30,7,581.9332491
7,45,7,559.1851009
7,60,7,558.0313778
8,15,7,586.6658483
8,30,7,550.4710193
8,45,7,558.7682643
8,60,7,573.8732241
9,15,7,561.267369
9,30,7,581.8137605
9,45,7,575.7435696
9,60,7,563.5880056
10,15,7,546.0840749
10,30,7,568.0918151
10,45,7,536.1814916
10,60,7,562.8170504
11,15,7,572.0491432
11,30,7,562.3024926
11,45,7,573.2153152
11,60,7,592.1914042
12,15,7,573.9397742
12,30,7,563.1844386
12,45,7,569.3189989
12,60,7,565.7801953
13,15,7,537.2929762
13,30,7,551.9983483
13,45,7,578.8631397
13,60,7,558.1015266
14,15,7,568.3492691
14,30,7,542.3385938
14,45,7,559.8711391
14,60,7,568.6417792
15,15,7,536.5270002
15,30,7,564.5050914
15,45,7,555.8382265
15,60,7,543.4348159
16,15,7,558.2005817
16,30,7,527.7724954
16,45,7,523.9800203
16,60,7,539.5487651
17,15,7,542.5999876
17,30,7,539.6124608
17,45,7,530.5697471
17,60,7,563.5332938
18,15,7,532.7182125
18,30,7,560.6192826
18,45,7,571.6992815
18,60,7,558.7785475
19,15,7,560.3391904
19,30,7,552.624569
19,45,7,534.5435921
19,60,7,558.0976898
20,15,7,574.5437087
20,30,7,587.2700695
20,45,7,551.7725238
20,60,7,532.1757268
21,15,7,561.5381085
21,30,7,564.974473
21,45,7,555.0998209
21,60,7,540.0073058
22,15,7,591.9533247
22,30,7,520.1896001
22,45,7,550.4667576
22,60,7,537.1799891
23,15,7,548.4015806
23,30,7,564.0182277
23,45,7,561.0748453
23,60,7,547.1802668
24,15,7,571.5345477
24,30,7,569.0035885
24,45,7,569.4126251
24,60,7,551.8474094
1,15,8,575.980267
1,30,8,569.630775
1,45,8,599.8836054
1,60,8,576.2238343
2,15,8,577.7538075
2,30,8,559.6822634
2,45,8,537.7241211
2,60,8,552.7381082
3,15,8,546.4099463
3,30,8,549.5828288
3,45,8,567.9026182
3,60,8,549.7005431
4,15,8,544.161998
4,30,8,552.1143052
4,45,8,556.1812836
4,60,8,565.5158046
5,15,8,543.2203487
5,30,8,564.009487
5,45,8,560.0921887
5,60,8,580.4951898
6,15,8,555.3253991
6,30,8,556.6135846
6,45,8,539.6399053
6,60,8,536.1382499
7,15,8,563.8980212
7,30,8,554.730864
7,45,8,567.0612902
7,60,8,544.2021328
8,15,8,590.0573468
8,30,8,560.8159166
8,45,8,575.9549346
8,60,8,555.1003163
9,15,8,556.1548432
9,30,8,570.1111496
9,45,8,567.9127383
9,60,8,540.4764256
10,15,8,533.7248154
10,30,8,540.8429046
10,45,8,535.6387907
10,60,8,559.7901705
11,15,8,552.0828223
11,30,8,552.7906643
11,45,8,536.5360336
11,60,8,571.5765188
12,15,8,566.0081599
12,30,8,557.3478799
12,45,8,575.5317185
12,60,8,544.5079562
13,15,8,565.6036438
13,30,8,564.5189824
13,45,8,564.5322948
13,60,8,546.8772222
14,15,8,564.1653749
14,30,8,550.3863877
14,45,8,544.1401765
14,60,8,539.1174998
15,15,8,575.804042
15,30,8,544.9668932
15,45,8,555.9844004
15,60,8,539.0293659
16,15,8,553.9510343
16,30,8,505.9065413
16,45,8,541.0214774
16,60,8,535.4642401
17,15,8,542.2084409
17,30,8,555.3238161
17,45,8,553.4890568
17,60,8,590.6447919
18,15,8,549.4550724
18,30,8,554.7219716
18,45,8,533.1253058
18,60,8,551.0002458
19,15,8,536.9123222
19,30,8,559.310995
19,45,8,572.7800304
19,60,8,565.4326292
20,15,8,547.3458471
20,30,8,532.1230128
20,45,8,582.7154158
20,60,8,592.3741995
21,15,8,560.7875948
21,30,8,542.6103107
21,45,8,578.422519
21,60,8,549.1132177
22,15,8,551.1242207
22,30,8,573.3249977
22,45,8,536.1389519
22,60,8,526.7829378
23,15,8,565.7015922
23,30,8,565.375081
23,45,8,560.3724771
23,60,8,566.9457235
24,15,8,576.5312786
24,30,8,574.7012303
24,45,8,549.5075161
24,60,8,572.0742428
1,15,9,561.6510595
1,30,9,550.5392682
1,45,9,539.2805842
1,60,9,569.4059143
2,15,9,553.026198
2,30,9,559.5751332
2,45,9,545.8344494
2,60,9,533.433078
3,15,9,561.6238686
3,30,9,557.7977825
3,45,9,578.4430864
3,60,9,571.9388956
4,15,9,576.057596
4,30,9,546.5558876
4,45,9,543.4873352
4,60,9,538.0400495
5,15,9,566.9669428
5,30,9,604.4722581
5,45,9,570.7253542
5,60,9,546.1599406
6,15,9,572.5106946
6,30,9,540.3442328
6,45,9,535.4964246
6,60,9,570.5595307
7,15,9,546.0806866
7,30,9,563.9876889
7,45,9,581.8399802
7,60,9,565.3814103
8,15,9,574.0335389
8,30,9,532.5280179
8,45,9,569.6443483
8,60,9,593.8222819
9,15,9,567.6734522
9,30,9,533.5908405
9,45,9,555.4895524
9,60,9,550.6305693
10,15,9,565.0851015
10,30,9,565.5600191
10,45,9,565.4529131
10,60,9,552.8599091
11,15,9,549.0049167
11,30,9,549.1634282
11,45,9,572.7874635
11,60,9,528.4812579
12,15,9,555.4214473
12,30,9,563.2410912
12,45,9,548.1291385
12,60,9,566.6272107
13,15,9,557.6474973
13,30,9,543.4550079
13,45,9,561.4565211
13,60,9,554.4248462
14,15,9,552.1053848
14,30,9,547.1706472
14,45,9,559.8208626
14,60,9,528.5938644
15,15,9,552.2942868
15,30,9,549.9171172
15,45,9,543.8872215
15,60,9,569.4996759
16,15,9,546.7949795
16,30,9,567.6651637
16,45,9,574.7895153
16,60,9,556.2470313
17,15,9,563.3625749
17,30,9,569.2838983
17,45,9,557.4893899
17,60,9,567.6690443
18,15,9,538.1468135
18,30,9,576.9926383
18,45,9,542.6158589
18,60,9,528.8769558
19,15,9,581.4792406
19,30,9,557.7881624
19,45,9,566.1638387
19,60,9,552.8684588
20,15,9,542.1080499
20,30,9,508.5101776
20,45,9,569.0671872
20,60,9,554.1219742
21,15,9,555.5844966
21,30,9,565.45476
21,45,9,535.5802657
21,60,9,546.8739815
22,15,9,577.5967568
22,30,9,568.602044
22,45,9,537.8404258
22,60,9,522.7475644
23,15,9,549.4636977
23,30,9,562.3181224
23,45,9,574.2417104
23,60,9,560.3492863
24,15,9,540.4427571
24,30,9,563.8268035
24,45,9,539.6238782
24,60,9,543.0839774
1,15,10,548.1133578
1,30,10,538.689826
1,45,10,554.3793008
1,60,10,544.0828174
2,15,10,554.1383179
2,30,10,551.2451593
2,45,10,552.106816
2,60,10,550.5720668
3,15,10,579.0040737
3,30,10,568.8056964
3,45,10,559.7820112
3,60,10,534.801082
4,15,10,532.2006005
4,30,10,526.652003
4,45,10,601.4620544
4,60,10,574.7327757
5,15,10,563.0217785
5,30,10,542.8666837
5,45,10,540.049015
5,60,10,567.7798587
6,15,10,584.4354248
6,30,10,531.0949643
6,45,10,551.4583652
6,60,10,557.4351388
7,15,10,526.2060062
7,30,10,572.5861916
7,45,10,552.0270335
7,60,10,590.1174003
8,15,10,552.4159878
8,30,10,565.5133107
8,45,10,540.1134509
8,60,10,548.58598
9,15,10,539.6830069
9,30,10,565.2414574
9,45,10,580.1261127
9,60,10,549.0970844
10,15,10,565.9584652
10,30,10,550.5585862
10,45,10,560.4865033
10,60,10,578.3976214
11,15,10,560.7840297
11,30,10,541.8418736
11,45,10,544.78422
11,60,10,556.0341576
12,15,10,555.6773903
12,30,10,544.641605
12,45,10,561.7724719
12,60,10,579.5480711
13,15,10,554.7033588
13,30,10,555.4661883
13,45,10,522.7760864
13,60,10,546.1362205
14,15,10,536.0071278
14,30,10,552.4923388
14,45,10,567.4188486
14,60,10,583.750918
15,15,10,588.2563542
15,30,10,556.9016045
15,45,10,553.5733884
15,60,10,572.1977416
16,15,10,566.8389059
16,30,10,571.3421615
16,45,10,571.555428
16,60,10,534.5824043
17,15,10,567.660758
17,30,10,557.3165062
17,45,10,546.3696686
17,60,10,547.4608426
18,15,10,579.7924634
18,30,10,545.5595953
18,45,10,538.5682836
18,60,10,562.3294172
19,15,10,591.7313338
19,30,10,559.2333261
19,45,10,563.8618618
19,60,10,543.4558932
20,15,10,586.2219151
20,30,10,560.8610564
20,45,10,567.4927576
20,60,10,543.2296432
21,15,10,572.7956809
21,30,10,565.1853157
21,45,10,539.8912622
21,60,10,559.4655459
22,15,10,551.4387009
22,30,10,560.6033888
22,45,10,554.71345
22,60,10,555.7063099
23,15,10,541.9062058
23,30,10,553.5227112
23,45,10,571.3630446
23,60,10,587.3753
24,15,10,539.8172888
24,30,10,597.733232
24,45,10,583.7968962
24,60,10,561.5734678
1,15,11,553.8842491
1,30,11,547.3780296
1,45,11,572.4474543
1,60,11,547.444312
2,15,11,551.2539754
2,30,11,573.2798125
2,45,11,565.9514063
2,60,11,573.4947543
3,15,11,567.0774633
3,30,11,552.2523139
3,45,11,550.403308
3,60,11,571.8515376
4,15,11,547.827617
4,30,11,578.2406085
4,45,11,571.7587913
4,60,11,563.5250009
5,15,11,558.8678115
5,30,11,564.8001534
5,45,11,616.5467159
5,60,11,556.9744118
6,15,11,533.3335573
6,30,11,590.1652246
6,45,11,568.7981799
6,60,11,548.2086867
7,15,11,601.6607725
7,30,11,567.8340584
7,45,11,563.6311143
7,60,11,546.081697
8,15,11,541.3820943
8,30,11,529.8660623
8,45,11,551.8918072
8,60,11,541.5757132
9,15,11,569.4187534
9,30,11,553.6154266
9,45,11,587.773392
9,60,11,583.5432338
10,15,11,561.4998489
10,30,11,554.186158
10,45,11,577.6759543
10,60,11,540.0466701
11,15,11,569.8434477
11,30,11,547.8616203
11,45,11,552.2617174
11,60,11,547.8175943
12,15,11,568.238047
12,30,11,546.0776092
12,45,11,541.4045031
12,60,11,567.8672548
13,15,11,551.8834699
13,30,11,564.7341819
13,45,11,553.0545731
13,60,11,563.2273814
14,15,11,516.834964
14,30,11,566.4411958
14,45,11,589.1577926
14,60,11,575.8281665
15,15,11,573.726377
15,30,11,554.8905988
15,45,11,561.7779386
15,60,11,562.8133651
16,15,11,560.3929515
16,30,11,545.2202307
16,45,11,553.0486317
16,60,11,555.9539326
17,15,11,550.9467035
17,30,11,572.514017
17,45,11,600.3677787
17,60,11,537.1520183
18,15,11,560.9159301
18,30,11,535.2032533
18,45,11,580.1370594
18,60,11,581.8952513
19,15,11,531.5991716
19,30,11,590.6331149
19,45,11,541.0584863
19,60,11,562.5280266
20,15,11,576.804471
20,30,11,561.2244799
20,45,11,596.3950494
20,60,11,603.8743725
21,15,11,561.0792612
21,30,11,527.5963262
21,45,11,552.8400647
21,60,11,544.9314391
22,15,11,546.2959874
22,30,11,540.3546359
22,45,11,560.0949522
22,60,11,593.3005275
23,15,11,547.0965782
23,30,11,554.2229586
23,45,11,577.9101958
23,60,11,578.6688866
24,15,11,566.763306
24,30,11,575.6108899
24,45,11,573.068785
24,60,11,552.5656235
1,15,12,565.8359789
1,30,12,553.9182334
1,45,12,544.0841523
1,60,12,569.2057832
2,15,12,559.9192153
2,30,12,555.7518367
2,45,12,563.5905784
2,60,12,574.9835621
3,15,12,565.2473389
3,30,12,561.999806
3,45,12,563.3950797
3,60,12,559.6534765
4,15,12,546.1369876
4,30,12,571.6946166
4,45,12,581.8788068
4,60,12,550.0718062
5,15,12,590.3724055
5,30,12,555.9298277
5,45,12,554.8248066
5,60,12,544.1212772
6,15,12,545.8444455
6,30,12,543.2148043
6,45,12,564.6084323
6,60,12,584.9583209
7,15,12,567.449688
7,30,12,572.7982917
7,45,12,580.7810276
7,60,12,517.8976376
8,15,12,556.0720539
8,30,12,564.5938607
8,45,12,570.5564435
8,60,12,537.4545787
9,15,12,542.3489253
9,30,12,571.7584884
9,45,12,556.9067273
9,60,12,567.8690815
10,15,12,543.0892445
10,30,12,532.0696548
10,45,12,571.2758486
10,60,12,578.3494381
11,15,12,585.5317766
11,30,12,533.7330562
11,45,12,536.9307261
11,60,12,534.6881328
12,15,12,558.1329755
12,30,12,548.7391449
12,45,12,580.3277142
12,60,12,534.99556
13,15,12,530.2927433
13,30,12,562.1758377
13,45,12,578.3432706
13,60,12,545.6727859
14,15,12,538.0965318
14,30,12,556.3704457
14,45,12,532.0263679
14,60,12,559.0989269
15,15,12,572.3756995
15,30,12,562.3793768
15,45,12,527.560661
15,60,12,550.0272268
16,15,12,553.8707313
16,30,12,588.5033395
16,45,12,573.7911232
16,60,12,557.8805887
17,15,12,580.2492572
17,30,12,541.7126742
17,45,12,553.1138723
17,60,12,581.9386262
18,15,12,583.4090085
18,30,12,570.771255
18,45,12,566.8486147
18,60,12,549.2201151
19,15,12,571.0090073
19,30,12,545.2581031
19,45,12,568.2199044
19,60,12,563.4287434
20,15,12,577.4654436
20,30,12,551.8435434
20,45,12,569.22861
20,60,12,571.7993252
21,15,12,544.1085666
21,30,12,561.3727281
21,45,12,584.9620465
21,60,12,560.6556381
22,15,12,553.7628098
22,30,12,566.2905178
22,45,12,554.3115994
22,60,12,566.0692609
23,15,12,556.6088949
23,30,12,558.5149669
23,45,12,566.3581229
23,60,12,581.1161042
24,15,12,566.2121867
24,30,12,585.7990405
24,45,12,525.6107147
24,60,12,551.460666
1,15,13,562.6782087
1,30,13,545.1432186
1,45,13,537.927614
1,60,13,568.9158643
2,15,13,568.8449236
2,30,13,563.5521695
2,45,13,565.2863249
2,60,13,544.5638863
3,15,13,550.6678412
3,30,13,557.0687824
3,45,13,547.5552371
3,60,13,564.24789
4,15,13,597.533729
4,30,13,550.9208831
4,45,13,569.4137271
4,60,13,541.8814674
5,15,13,580.7435088
5,30,13,542.9501724
5,45,13,562.2316744
5,60,13,548.6886268
