Hour,Minute,Day,Capacity (MW)
18,15,2,392.8154956
18,30,2,370.7493506
18,45,2,345.1359725
18,60,2,351.5472883
19,15,2,362.8251366
19,30,2,378.6704809
19,45,2,343.9100876
19,60,2,327.5750747
20,15,2,341.9932773
20,30,2,371.1745723
20,45,2,372.1214585
20,60,2,373.1089921
21,15,2,363.5822402
21,30,2,368.7219905
21,45,2,357.9203751
21,60,2,379.8262938
22,15,2,343.4240615
22,30,2,373.1638338
22,45,2,351.8216275
22,60,2,360.2329008
23,15,2,374.7640634
23,30,2,382.724914
23,45,2,347.4192548
23,60,2,386.3519831
24,15,2,376.5215432
24,30,2,364.6040409
24,45,2,362.519229
24,60,2,362.152784
1,15,3,360.7531282
1,30,3,366.0922569
1,45,3,366.5546231
1,60,3,379.2376479
2,15,3,390.7116084
2,30,3,373.3583893
2,45,3,362.2819927
2,60,3,375.9493661
3,15,3,368.7144303
3,30,3,348.8577053
3,45,3,381.2537614
3,60,3,370.7416036
4,15,3,367.9278138
4,30,3,374.1495825
4,45,3,369.9942215
4,60,3,350.3028779
5,15,3,363.0575323
5,30,3,363.3240856
5,45,3,357.0059738
5,60,3,393.2510358
6,15,3,351.3793106
6,30,3,357.7949476
6,45,3,354.0594855
6,60,3,346.4931441
7,15,3,362.5680391
7,30,3,361.2284703
7,45,3,390.7622871
7,60,3,361.638465
8,15,3,348.2938264
8,30,3,391.963596
8,45,3,385.9266976
8,60,3,361.956015
9,15,3,341.0591656
9,30,3,358.4364426
9,45,3,363.1622452
9,60,3,370.2342373
10,15,3,361.4397511
10,30,3,372.9738167
10,45,3,372.1303082
10,60,3,345.2413863
11,15,3,350.1968797
11,30,3,353.5830932
11,45,3,357.4020267
11,60,3,360.467179
12,15,3,365.9191182
12,30,3,316.1273669
12,45,3,358.2336703
12,60,3,386.0538804
13,15,3,348.2530981
13,30,3,381.00013
13,45,3,371.4497548
13,60,3,365.2401756
14,15,3,368.701742
14,30,3,340.095033
14,45,3,364.3310887
14,60,3,391.9716018
15,15,3,367.3249531
15,30,3,366.3922861
15,45,3,353.6966516
15,60,3,365.2105792
16,15,3,369.5185206
16,30,3,372.6949643
16,45,3,359.6121209
16,60,3,361.8442385
17,15,3,398.8428198
17,30,3,328.7457455
17,45,3,402.2110258
17,60,3,371.2409178
18,15,3,382.0859956
18,30,3,338.4726275
18,45,3,356.0561342
18,60,3,361.1630896
19,15,3,372.6348559
19,30,3,338.3738146
19,45,3,373.4356539
19,60,3,345.8606913
20,15,3,366.7985311
20,30,3,376.3940659
20,45,3,371.0689717
20,60,3,383.4377105
21,15,3,382.1844823
21,30,3,355.0596404
21,45,3,369.9230093
21,60,3,350.2555353
22,15,3,344.0773219
22,30,3,380.8544005
22,45,3,365.715816
22,60,3,364.8159774
23,15,3,380.6301533
23,30,3,375.4483351
23,45,3,371.4477932
23,60,3,386.1816126
24,15,3,380.9356534
24,30,3,369.6399245
24,45,3,354.4137887
24,60,3,355.0490669
1,15,4,385.2297076
1,30,4,339.3293365
1,45,4,365.3145581
1,60,4,333.8123717
2,15,4,382.4205525
2,30,4,379.8212959
2,45,4,365.7340233
2,60,4,364.5553948
3,15,4,325.0145322
3,30,4,375.2287909
3,45,4,329.8248404
3,60,4,327.7483814
4,15,4,367.0235148
4,30,4,350.1883663
4,45,4,372.4511015
4,60,4,376.7971267
5,15,4,379.7560818
5,30,4,354.4007251
5,45,4,373.0713117
5,60,4,367.3623679
6,15,4,379.2377659
6,30,4,374.4918914
6,45,4,380.4134335
6,60,4,363.5551771
7,15,4,363.3053122
7,30,4,382.2122506
7,45,4,330.9507601
7,60,4,357.4549205
8,15,4,344.9153689
8,30,4,359.4520868
8,45,4,376.3338795
8,60,4,379.2321534
9,15,4,349.1003726
9,30,4,358.0035855
9,45,4,367.9580972
9,60,4,360.9371965
10,15,4,370.6557697
10,30,4,372.2618695
10,45,4,350.4915293
10,60,4,362.8202885
11,15,4,330.8126114
11,30,4,384.4645712
11,45,4,355.4167842
11,60,4,346.0079759
12,15,4,361.5579255
12,30,4,342.3280508
12,45,4,365.3735608
12,60,4,356.536914
13,15,4,401.3652375
13,30,4,384.3516784
13,45,4,324.8409679
13,60,4,372.9395219
14,15,4,342.827483
14,30,4,361.5397467
14,45,4,368.4062947
14,60,4,377.9554061
15,15,4,361.2452214
15,30,4,391.5190334
15,45,4,357.8420588
15,60,4,371.0763734
16,15,4,376.5966976
16,30,4,367.1095373
16,45,4,380.1361971
16,60,4,371.0059991
17,15,4,352.878527
17,30,4,336.1610382
17,45,4,396.1401666
17,60,4,355.8188424
18,15,4,367.4069987
18,30,4,374.9340431
18,45,4,367.5745828
18,60,4,350.9046319
19,15,4,358.0585123
19,30,4,363.6705516
19,45,4,389.9255505
19,60,4,351.6234472
20,15,4,378.5600228
20,30,4,370.7671608
20,45,4,361.8867111
20,60,4,348.4123561
21,15,4,361.0636126
21,30,4,364.2958801
21,45,4,341.6610026
21,60,4,368.8610233
22,15,4,352.2540591
22,30,4,364.1722816
22,45,4,371.2188124
22,60,4,350.9058131
23,15,4,360.9962434
23,30,4,371.4455273
23,45,4,335.6619858
23,60,4,382.6739256
24,15,4,405.4034289
24,30,4,381.4203863
24,45,4,360.5458124
24,60,4,372.7315533
1,15,5,348.7559292
1,30,5,396.4556576
1,45,5,381.1143311
1,60,5,378.6038504
2,15,5,351.3769383
2,30,5,370.9525673
2,45,5,356.5757226
2,60,5,360.6169004
3,15,5,356.3839377
3,30,5,348.9237407
3,45,5,350.8388347
3,60,5,362.2789806
4,15,5,337.9045949
4,30,5,375.6614214
4,45,5,363.786642
4,60,5,377.1602547
5,15,5,370.1291483
5,30,5,373.8064791
5,45,5,341.4363089
5,60,5,349.013272
6,15,5,358.3976917
6,30,5,367.5101111
6,45,5,384.1924157
6,60,5,360.968305
7,15,5,386.3665853
7,30,5,373.4977042
7,45,5,384.9352912
7,60,5,367.7931235
8,15,5,354.9629232
8,30,5,341.4644972
8,45,5,368.2603549
8,60,5,379.1146859
9,15,5,360.9253323
9,30,5,356.8623264
9,45,5,360.6625335
9,60,5,347.7637677
10,15,5,357.6444293
10,30,5,362.7562967
10,45,5,366.4654189
10,60,5,364.6708703
11,15,5,375.7225571
11,30,5,367.5045306
11,45,5,395.4104329
11,60,5,370.8228301
12,15,5,395.254563
12,30,5,353.8775014
12,45,5,374.334575
12,60,5,361.4546934
13,15,5,375.5393329
13,30,5,375.4376471
13,45,5,329.9298262
13,60,5,343.9913036
14,15,5,342.1256074
14,30,5,372.2931944
14,45,5,389.782195
14,60,5,360.3650511
15,15,5,379.0127276
15,30,5,374.6454915
15,45,5,348.4997791
15,60,5,372.2215347
16,15,5,353.4064831
16,30,5,390.5362891
16,45,5,365.1818862
16,60,5,392.4963144
17,15,5,358.7567925
17,30,5,375.3640242
17,45,5,364.6871076
17,60,5,332.6155323
18,15,5,349.6375069
18,30,5,375.74181
18,45,5,364.8165141
18,60,5,347.4013571
19,15,5,355.4611833
19,30,5,369.7996054
19,45,5,349.4592789
19,60,5,381.6749352
20,15,5,355.2265854
20,30,5,395.3260811
20,45,5,348.0375895
20,60,5,368.9757312
21,15,5,340.8157952
21,30,5,353.8691585
21,45,5,356.0034923
21,60,5,372.2848759
22,15,5,381.1377224
22,30,5,370.6339553
22,45,5,359.6078333
22,60,5,379.0645469
23,15,5,378.7927801
23,30,5,367.6827605
23,45,5,375.0663237
23,60,5,372.4724707
24,15,5,349.558434
24,30,5,378.1491335
24,45,5,354.9566147
24,60,5,355.8288545
1,15,6,368.6116195
1,30,6,360.6811682
1,45,6,363.5571008
1,60,6,375.4610051
2,15,6,382.8516527
2,30,6,362.4744172
2,45,6,371.0790915
2,60,6,361.8140044
3,15,6,369.4735011
3,30,6,372.9177657
3,45,6,355.6169047
3,60,6,370.2140782
4,15,6,375.5550403
4,30,6,367.2260812
4,45,6,394.0325036
4,60,6,355.7529146
5,15,6,353.6493315
5,30,6,337.0694758
5,45,6,380.6195998
5,60,6,379.9091414
6,15,6,364.4071542
6,30,6,380.4230519
6,45,6,368.722225
6,60,6,370.4752345
7,15,6,367.563905
7,30,6,372.9170173
7,45,6,367.3792142
7,60,6,411.3436777
8,15,6,346.6166935
8,30,6,335.360124
8,45,6,347.0420497
8,60,6,347.8169676
9,15,6,358.6168158
9,30,6,362.9571481
9,45,6,362.1376056
9,60,6,374.5766447
10,15,6,372.0872878
10,30,6,378.0126185
10,45,6,394.8250491
10,60,6,385.736534
11,15,6,344.7080976
11,30,6,327.5900146
11,45,6,380.4796181
11,60,6,335.6655947
12,15,6,366.8078106
12,30,6,366.2957992
12,45,6,402.1737414
12,60,6,364.5819627
13,15,6,357.4101214
13,30,6,369.5752043
13,45,6,369.7388254
13,60,6,366.8616401
14,15,6,355.752537
14,30,6,345.7011464
14,45,6,370.8961109
14,60,6,343.7322306
15,15,6,348.8181423
15,30,6,387.507004
15,45,6,358.8575547
15,60,6,363.4179334
16,15,6,380.4450915
16,30,6,360.8021828
16,45,6,382.5657167
16,60,6,360.06627
17,15,6,382.2945665
17,30,6,376.0172072
17,45,6,362.2279431
17,60,6,351.5435351
18,15,6,348.6393171
18,30,6,361.2939735
18,45,6,358.542626
18,60,6,359.0250015
19,15,6,381.8156355
19,30,6,360.8416978
19,45,6,384.4370238
19,60,6,357.0123787
20,15,6,381.635901
20,30,6,357.1657596
20,45,6,368.6055785
20,60,6,381.6059782
21,15,6,358.9382739
21,30,6,358.5405116
21,45,6,398.5105043
21,60,6,381.2827636
22,15,6,358.6430971
22,30,6,376.3381599
22,45,6,359.820551
22,60,6,377.2703378
23,15,6,388.8924493
23,30,6,339.4490785
23,45,6,382.5573247
23,60,6,389.5819326
24,15,6,366.4921056
24,30,6,394.3012223
24,45,6,368.2586936
24,60,6,345.4633508
1,15,7,329.8074987
1,30,7,360.2571263
1,45,7,377.3957039
1,60,7,370.9109646
2,15,7,372.4858021
2,30,7,356.268109
2,45,7,368.0723095
2,60,7,338.890042
3,15,7,353.2723267
3,30,7,352.311357
3,45,7,374.2229619
3,60,7,365.4831998
4,15,7,346.7989842
4,30,7,365.5590771
4,45,7,354.4228015
4,60,7,354.8011349
5,15,7,379.861126
5,30,7,367.5716762
5,45,7,372.2361998
5,60,7,380.1855871
6,15,7,368.6658185
6,30,7,374.7324885
6,45,7,376.8951252
6,60,7,384.8778638
7,15,7,373.5048378
7,30,7,388.8332491
7,45,7,366.0851009
7,60,7,364.9313778
8,15,7,393.5658483
8,30,7,357.3710193
8,45,7,365.6682643
8,60,7,380.7732241
9,15,7,368.167369
9,30,7,388.7137605
9,45,7,382.6435696
9,60,7,370.4880056
10,15,7,352.9840749
10,30,7,374.9918151
10,45,7,343.0814916
10,60,7,369.7170504
11,15,7,378.9491432
11,30,7,369.2024926
11,45,7,380.1153152
11,60,7,399.0914042
12,15,7,380.8397742
12,30,7,370.0844386
12,45,7,376.2189989
12,60,7,372.6801953
13,15,7,344.1929762
13,30,7,358.8983483
13,45,7,385.7631397
13,60,7,365.0015266
14,15,7,375.2492691
14,30,7,349.2385938
14,45,7,366.7711391
14,60,7,375.5417792
15,15,7,343.4270002
15,30,7,371.4050914
15,45,7,362.7382265
15,60,7,350.3348159
16,15,7,365.1005817
16,30,7,334.6724954
16,45,7,330.8800203
16,60,7,346.4487651
17,15,7,349.4999876
17,30,7,346.5124608
17,45,7,337.4697471
17,60,7,370.4332938
18,15,7,339.6182125
18,30,7,367.5192826
18,45,7,378.5992815
18,60,7,365.6785475
19,15,7,367.2391904
19,30,7,359.524569
19,45,7,341.4435921
19,60,7,364.9976898
20,15,7,381.4437087
20,30,7,394.1700695
20,45,7,358.6725238
20,60,7,339.0757268
21,15,7,368.4381085
21,30,7,371.874473
21,45,7,361.9998209
21,60,7,346.9073058
22,15,7,398.8533247
22,30,7,327.0896001
22,45,7,357.3667576
22,60,7,344.0799891
23,15,7,355.3015806
23,30,7,370.9182277
23,45,7,367.9748453
23,60,7,354.0802668
24,15,7,378.4345477
24,30,7,375.9035885
24,45,7,376.3126251
24,60,7,358.7474094
1,15,8,382.880267
1,30,8,376.530775
1,45,8,406.7836054
1,60,8,383.1238343
2,15,8,384.6538075
2,30,8,366.5822634
2,45,8,344.6241211
2,60,8,359.6381082
3,15,8,353.3099463
3,30,8,356.4828288
3,45,8,374.8026182
3,60,8,356.6005431
4,15,8,351.061998
4,30,8,359.0143052
4,45,8,363.0812836
4,60,8,372.4158046
5,15,8,350.1203487
5,30,8,370.909487
5,45,8,366.9921887
5,60,8,387.3951898
6,15,8,362.2253991
6,30,8,363.5135846
6,45,8,346.5399053
6,60,8,343.0382499
7,15,8,370.7980212
7,30,8,361.630864
7,45,8,373.9612902
7,60,8,351.1021328
8,15,8,396.9573468
8,30,8,367.7159166
8,45,8,382.8549346
8,60,8,362.0003163
9,15,8,363.0548432
9,30,8,377.0111496
9,45,8,374.8127383
9,60,8,347.3764256
10,15,8,340.6248154
10,30,8,347.7429046
10,45,8,342.5387907
10,60,8,366.6901705
11,15,8,358.9828223
11,30,8,359.6906643
11,45,8,343.4360336
11,60,8,378.4765188
12,15,8,372.9081599
12,30,8,364.2478799
12,45,8,382.4317185
12,60,8,351.4079562
13,15,8,372.5036438
13,30,8,371.4189824
13,45,8,371.4322948
13,60,8,353.7772222
14,15,8,371.0653749
14,30,8,357.2863877
14,45,8,351.0401765
14,60,8,346.0174998
15,15,8,382.704042
15,30,8,351.8668932
15,45,8,362.8844004
15,60,8,345.9293659
16,15,8,360.8510343
16,30,8,312.8065413
16,45,8,347.9214774
16,60,8,342.3642401
17,15,8,349.1084409
17,30,8,362.2238161
17,45,8,360.3890568
17,60,8,397.5447919
18,15,8,356.3550724
18,30,8,361.6219716
18,45,8,340.0253058
18,60,8,357.9002458
19,15,8,343.8123222
19,30,8,366.210995
19,45,8,379.6800304
19,60,8,372.3326292
20,15,8,354.2458471
20,30,8,339.0230128
20,45,8,389.6154158
20,60,8,399.2741995
21,15,8,367.6875948
21,30,8,349.5103107
21,45,8,385.322519
21,60,8,356.0132177
22,15,8,358.0242207
22,30,8,380.2249977
22,45,8,343.0389519
22,60,8,333.6829378
23,15,8,372.6015922
23,30,8,372.275081
23,45,8,367.2724771
23,60,8,373.8457235
24,15,8,383.4312786
24,30,8,381.6012303
24,45,8,356.4075161
24,60,8,378.9742428
1,15,9,368.5510595
1,30,9,357.4392682
1,45,9,346.1805842
1,60,9,376.3059143
2,15,9,359.926198
2,30,9,366.4751332
2,45,9,352.7344494
2,60,9,340.333078
3,15,9,368.5238686
3,30,9,364.6977825
3,45,9,385.3430864
3,60,9,378.8388956
4,15,9,382.957596
4,30,9,353.4558876
4,45,9,350.3873352
4,60,9,344.9400495
5,15,9,373.8669428
5,30,9,411.3722581
5,45,9,377.6253542
5,60,9,353.0599406
6,15,9,379.4106946
6,30,9,347.2442328
6,45,9,342.3964246
6,60,9,377.4595307
7,15,9,352.9806866
7,30,9,370.8876889
7,45,9,388.7399802
7,60,9,372.2814103
8,15,9,380.9335389
8,30,9,339.4280179
8,45,9,376.5443483
8,60,9,400.7222819
9,15,9,374.5734522
9,30,9,340.4908405
9,45,9,362.3895524
9,60,9,357.5305693
10,15,9,371.9851015
10,30,9,372.4600191
10,45,9,372.3529131
10,60,9,359.7599091
11,15,9,355.9049167
11,30,9,356.0634282
11,45,9,379.6874635
11,60,9,335.3812579
12,15,9,362.3214473
12,30,9,370.1410912
12,45,9,355.0291385
12,60,9,373.5272107
13,15,9,364.5474973
13,30,9,350.3550079
13,45,9,368.3565211
13,60,9,361.3248462
14,15,9,359.0053848
14,30,9,354.0706472
14,45,9,366.7208626
14,60,9,335.4938644
15,15,9,359.1942868
15,30,9,356.8171172
15,45,9,350.7872215
15,60,9,376.3996759
16,15,9,353.6949795
16,30,9,374.5651637
16,45,9,381.6895153
16,60,9,363.1470313
17,15,9,370.2625749
17,30,9,376.1838983
17,45,9,364.3893899
17,60,9,374.5690443
18,15,9,345.0468135
18,30,9,383.8926383
18,45,9,349.5158589
18,60,9,335.7769558
19,15,9,388.3792406
19,30,9,364.6881624
19,45,9,373.0638387
19,60,9,359.7684588
20,15,9,349.0080499
20,30,9,315.4101776
20,45,9,375.9671872
20,60,9,361.0219742
21,15,9,362.4844966
21,30,9,372.35476
21,45,9,342.4802657
21,60,9,353.7739815
22,15,9,384.4967568
22,30,9,375.502044
22,45,9,344.7404258
22,60,9,329.6475644
23,15,9,356.3636977
23,30,9,369.2181224
23,45,9,381.1417104
23,60,9,367.2492863
24,15,9,347.3427571
24,30,9,370.7268035
24,45,9,346.5238782
24,60,9,349.9839774
1,15,10,355.0133578
1,30,10,345.589826
1,45,10,361.2793008
1,60,10,350.9828174
2,15,10,361.0383179
2,30,10,358.1451593
2,45,10,359.006816
2,60,10,357.4720668
3,15,10,385.9040737
3,30,10,375.7056964
3,45,10,366.6820112
3,60,10,341.701082
4,15,10,339.1006005
4,30,10,333.552003
4,45,10,408.3620544
4,60,10,381.6327757
5,15,10,369.9217785
5,30,10,349.7666837
5,45,10,346.949015
5,60,10,374.6798587
6,15,10,391.3354248
6,30,10,337.9949643
6,45,10,358.3583652
6,60,10,364.3351388
7,15,10,333.1060062
7,30,10,379.4861916
7,45,10,358.9270335
7,60,10,397.0174003
8,15,10,359.3159878
8,30,10,372.4133107
8,45,10,347.0134509
8,60,10,355.48598
9,15,10,346.5830069
9,30,10,372.1414574
9,45,10,387.0261127
9,60,10,355.9970844
10,15,10,372.8584652
10,30,10,357.4585862
10,45,10,367.3865033
10,60,10,385.2976214
11,15,10,367.6840297
11,30,10,348.7418736
11,45,10,351.68422
11,60,10,362.9341576
12,15,10,362.5773903
12,30,10,351.541605
12,45,10,368.6724719
12,60,10,386.4480711
13,15,10,361.6033588
13,30,10,362.3661883
13,45,10,329.6760864
13,60,10,353.0362205
14,15,10,342.9071278
14,30,10,359.3923388
14,45,10,374.3188486
14,60,10,390.650918
15,15,10,395.1563542
15,30,10,363.8016045
15,45,10,360.4733884
15,60,10,379.0977416
16,15,10,373.7389059
16,30,10,378.2421615
16,45,10,378.455428
16,60,10,341.4824043
17,15,10,374.560758
17,30,10,364.2165062
17,45,10,353.2696686
17,60,10,354.3608426
18,15,10,386.6924634
18,30,10,352.4595953
18,45,10,345.4682836
18,60,10,369.2294172
19,15,10,398.6313338
19,30,10,366.1333261
19,45,10,370.7618618
19,60,10,350.3558932
20,15,10,393.1219151
20,30,10,367.7610564
20,45,10,374.3927576
20,60,10,350.1296432
21,15,10,379.6956809
21,30,10,372.0853157
21,45,10,346.7912622
21,60,10,366.3655459
22,15,10,358.3387009
22,30,10,367.5033888
22,45,10,361.61345
22,60,10,362.6063099
23,15,10,348.8062058
23,30,10,360.4227112
23,45,10,378.2630446
23,60,10,394.2753
24,15,10,346.7172888
24,30,10,404.633232
24,45,10,390.6968962
24,60,10,368.4734678
1,15,11,360.7842491
1,30,11,354.2780296
1,45,11,379.3474543
1,60,11,354.344312
2,15,11,358.1539754
2,30,11,380.1798125
2,45,11,372.8514063
2,60,11,380.3947543
3,15,11,373.9774633
3,30,11,359.1523139
3,45,11,357.303308
3,60,11,378.7515376
4,15,11,354.727617
4,30,11,385.1406085
4,45,11,378.6587913
4,60,11,370.4250009
5,15,11,365.7678115
5,30,11,371.7001534
5,45,11,423.4467159
5,60,11,363.8744118
6,15,11,340.2335573
6,30,11,397.0652246
6,45,11,375.6981799
6,60,11,355.1086867
7,15,11,408.5607725
7,30,11,374.7340584
7,45,11,370.5311143
7,60,11,352.981697
8,15,11,348.2820943
8,30,11,336.7660623
8,45,11,358.7918072
8,60,11,348.4757132
9,15,11,376.3187534
9,30,11,360.5154266
9,45,11,394.673392
9,60,11,390.4432338
10,15,11,368.3998489
10,30,11,361.086158
10,45,11,384.5759543
10,60,11,346.9466701
11,15,11,376.7434477
11,30,11,354.7616203
11,45,11,359.1617174
11,60,11,354.7175943
12,15,11,375.138047
12,30,11,352.9776092
12,45,11,348.3045031
12,60,11,374.7672548
13,15,11,358.7834699
13,30,11,371.6341819
13,45,11,359.9545731
13,60,11,370.1273814
14,15,11,323.734964
14,30,11,373.3411958
14,45,11,396.0577926
14,60,11,382.7281665
15,15,11,380.626377
15,30,11,361.7905988
15,45,11,368.6779386
15,60,11,369.7133651
16,15,11,367.2929515
16,30,11,352.1202307
16,45,11,359.9486317
16,60,11,362.8539326
17,15,11,357.8467035
17,30,11,379.414017
17,45,11,407.2677787
17,60,11,344.0520183
18,15,11,367.8159301
18,30,11,342.1032533
18,45,11,387.0370594
18,60,11,388.7952513
19,15,11,338.4991716
19,30,11,397.5331149
19,45,11,347.9584863
19,60,11,369.4280266
20,15,11,383.704471
20,30,11,368.1244799
20,45,11,403.2950494
20,60,11,410.7743725
21,15,11,367.9792612
21,30,11,334.4963262
21,45,11,359.7400647
21,60,11,351.8314391
22,15,11,353.1959874
22,30,11,347.2546359
22,45,11,366.9949522
22,60,11,400.2005275
23,15,11,353.9965782
23,30,11,361.1229586
23,45,11,384.8101958
23,60,11,385.5688866
24,15,11,373.663306
24,30,11,382.5108899
24,45,11,379.968785
24,60,11,359.4656235
1,15,12,372.7359789
1,30,12,360.8182334
1,45,12,350.9841523
1,60,12,376.1057832
2,15,12,366.8192153
2,30,12,362.6518367
2,45,12,370.4905784
2,60,12,381.8835621
3,15,12,372.1473389
3,30,12,368.899806
3,45,12,370.2950797
3,60,12,366.5534765
4,15,12,353.0369876
4,30,12,378.5946166
4,45,12,388.7788068
4,60,12,356.9718062
5,15,12,397.2724055
5,30,12,362.8298277
5,45,12,361.7248066
5,60,12,351.0212772
6,15,12,352.7444455
6,30,12,350.1148043
6,45,12,371.5084323
6,60,12,391.8583209
7,15,12,374.349688
7,30,12,379.6982917
7,45,12,387.6810276
7,60,12,324.7976376
8,15,12,362.9720539
8,30,12,371.4938607
8,45,12,377.4564435
8,60,12,344.3545787
9,15,12,349.2489253
9,30,12,378.6584884
9,45,12,363.8067273
9,60,12,374.7690815
10,15,12,349.9892445
10,30,12,338.9696548
10,45,12,378.1758486
10,60,12,385.2494381
11,15,12,392.4317766
11,30,12,340.6330562
11,45,12,343.8307261
11,60,12,341.5881328
12,15,12,365.0329755
12,30,12,355.6391449
12,45,12,387.2277142
12,60,12,341.89556
13,15,12,337.1927433
13,30,12,369.0758377
13,45,12,385.2432706
13,60,12,352.5727859
14,15,12,344.9965318
14,30,12,363.2704457
14,45,12,338.9263679
14,60,12,365.9989269
15,15,12,379.2756995
15,30,12,369.2793768
15,45,12,334.460661
15,60,12,356.9272268
16,15,12,360.7707313
16,30,12,395.4033395
16,45,12,380.6911232
16,60,12,364.7805887
17,15,12,387.1492572
17,30,12,348.6126742
17,45,12,360.0138723
17,60,12,388.8386262
18,15,12,390.3090085
18,30,12,377.671255
18,45,12,373.7486147
18,60,12,356.1201151
19,15,12,377.9090073
19,30,12,352.1581031
19,45,12,375.1199044
19,60,12,370.3287434
20,15,12,384.3654436
20,30,12,358.7435434
20,45,12,376.12861
20,60,12,378.6993252
21,15,12,351.0085666
21,30,12,368.2727281
21,45,12,391.8620465
21,60,12,367.5556381
22,15,12,360.6628098
22,30,12,373.1905178
22,45,12,361.2115994
22,60,12,372.9692609
23,15,12,363.5088949
23,30,12,365.4149669
23,45,12,373.2581229
23,60,12,388.0161042
24,15,12,373.1121867
24,30,12,392.6990405
24,45,12,332.5107147
24,60,12,358.360666
1,15,13,369.5782087
1,30,13,352.0432186
1,45,13,344.827614
1,60,13,375.8158643
2,15,13,375.7449236
2,30,13,370.4521695
2,45,13,372.1863249
2,60,13,351.4638863
3,15,13,357.5678412
3,30,13,363.9687824
3,45,13,354.4552371
3,60,13,371.14789
4,15,13,404.433729
4,30,13,357.8208831
4,45,13,376.3137271
4,60,13,348.7814674
5,15,13,387.6435088
5,30,13,349.8501724
5,45,13,369.1316744
5,60,13,355.5886268
