Hour,Minute,Day,Capacity (MW)
6,60,8,132.8382499
7,15,8,160.5980212
7,30,8,151.430864
7,45,8,163.7612902
7,60,8,140.9021328
8,15,8,186.7573468
8,30,8,157.5159166
8,45,8,172.6549346
8,60,8,151.8003163
9,15,8,152.8548432
9,30,8,166.8111496
9,45,8,164.6127383
9,60,8,137.1764256
10,15,8,130.4248154
10,30,8,137.5429046
10,45,8,132.3387907
10,60,8,156.4901705
11,15,8,148.7828223
11,30,8,149.4906643
11,45,8,133.2360336
11,60,8,168.2765188
12,15,8,162.7081599
12,30,8,154.0478799
12,45,8,172.2317185
12,60,8,141.2079562
13,15,8,162.3036438
13,30,8,161.2189824
13,45,8,161.2322948
13,60,8,143.5772222
14,15,8,160.8653749
14,30,8,147.0863877
14,45,8,140.8401765
14,60,8,135.8174998
15,15,8,172.504042
15,30,8,141.6668932
15,45,8,152.6844004
15,60,8,135.7293659
16,15,8,150.6510343
16,30,8,102.6065413
16,45,8,137.7214774
16,60,8,132.1642401
17,15,8,138.9084409
17,30,8,152.0238161
17,45,8,150.1890568
17,60,8,187.3447919
18,15,8,146.1550724
18,30,8,151.4219716
18,45,8,129.8253058
18,60,8,147.7002458
19,15,8,133.6123222
19,30,8,156.010995
19,45,8,169.4800304
19,60,8,162.1326292
20,15,8,144.0458471
20,30,8,128.8230128
20,45,8,179.4154158
20,60,8,189.0741995
21,15,8,157.4875948
21,30,8,139.3103107
21,45,8,175.122519
21,60,8,145.8132177
22,15,8,147.8242207
22,30,8,170.0249977
22,45,8,132.8389519
22,60,8,123.4829378
23,15,8,162.4015922
23,30,8,162.075081
23,45,8,157.0724771
23,60,8,163.6457235
24,15,8,173.2312786
24,30,8,171.4012303
24,45,8,146.2075161
24,60,8,168.7742428
1,15,9,158.3510595
1,30,9,147.2392682
1,45,9,135.9805842
1,60,9,166.1059143
2,15,9,149.726198
2,30,9,156.2751332
2,45,9,142.5344494
2,60,9,130.133078
3,15,9,158.3238686
3,30,9,154.4977825
3,45,9,175.1430864
3,60,9,168.6388956
4,15,9,172.757596
4,30,9,143.2558876
4,45,9,140.1873352
4,60,9,134.7400495
5,15,9,163.6669428
5,30,9,201.1722581
5,45,9,167.4253542
5,60,9,142.8599406
6,15,9,169.2106946
6,30,9,137.0442328
6,45,9,132.1964246
6,60,9,167.2595307
7,15,9,142.7806866
7,30,9,160.6876889
7,45,9,178.5399802
7,60,9,162.0814103
8,15,9,170.7335389
8,30,9,129.2280179
8,45,9,166.3443483
8,60,9,190.5222819
9,15,9,164.3734522
9,30,9,130.2908405
9,45,9,152.1895524
9,60,9,147.3305693
10,15,9,161.7851015
10,30,9,162.2600191
10,45,9,162.1529131
10,60,9,149.5599091
11,15,9,145.7049167
11,30,9,145.8634282
11,45,9,169.4874635
11,60,9,125.1812579
12,15,9,152.1214473
12,30,9,159.9410912
12,45,9,144.8291385
12,60,9,163.3272107
13,15,9,154.3474973
13,30,9,140.1550079
13,45,9,158.1565211
13,60,9,151.1248462
14,15,9,148.8053848
14,30,9,143.8706472
14,45,9,156.5208626
14,60,9,125.2938644
15,15,9,148.9942868
15,30,9,146.6171172
15,45,9,140.5872215
15,60,9,166.1996759
16,15,9,143.4949795
16,30,9,164.3651637
16,45,9,171.4895153
16,60,9,152.9470313
17,15,9,160.0625749
17,30,9,165.9838983
17,45,9,154.1893899
17,60,9,164.3690443
18,15,9,134.8468135
18,30,9,173.6926383
18,45,9,139.3158589
18,60,9,125.5769558
19,15,9,178.1792406
19,30,9,154.4881624
19,45,9,162.8638387
19,60,9,149.5684588
20,15,9,138.8080499
20,30,9,105.2101776
20,45,9,165.7671872
20,60,9,150.8219742
21,15,9,152.2844966
21,30,9,162.15476
21,45,9,132.2802657
21,60,9,143.5739815
22,15,9,174.2967568
22,30,9,165.302044
22,45,9,134.5404258
22,60,9,119.4475644
23,15,9,146.1636977
23,30,9,159.0181224
23,45,9,170.9417104
23,60,9,157.0492863
24,15,9,137.1427571
24,30,9,160.5268035
24,45,9,136.3238782
24,60,9,139.7839774
1,15,10,144.8133578
1,30,10,135.389826
1,45,10,151.0793008
1,60,10,140.7828174
2,15,10,150.8383179
2,30,10,147.9451593
2,45,10,148.806816
2,60,10,147.2720668
3,15,10,175.7040737
3,30,10,165.5056964
3,45,10,156.4820112
3,60,10,131.501082
4,15,10,128.9006005
4,30,10,123.352003
4,45,10,198.1620544
4,60,10,171.4327757
5,15,10,159.7217785
5,30,10,139.5666837
5,45,10,136.749015
5,60,10,164.4798587
6,15,10,181.1354248
6,30,10,127.7949643
6,45,10,148.1583652
6,60,10,154.1351388
7,15,10,122.9060062
7,30,10,169.2861916
7,45,10,148.7270335
7,60,10,186.8174003
8,15,10,149.1159878
8,30,10,162.2133107
8,45,10,136.8134509
8,60,10,145.28598
9,15,10,136.3830069
9,30,10,161.9414574
9,45,10,176.8261127
9,60,10,145.7970844
10,15,10,162.6584652
10,30,10,147.2585862
10,45,10,157.1865033
10,60,10,175.0976214
11,15,10,157.4840297
11,30,10,138.5418736
11,45,10,141.48422
11,60,10,152.7341576
12,15,10,152.3773903
12,30,10,141.341605
12,45,10,158.4724719
12,60,10,176.2480711
13,15,10,151.4033588
13,30,10,152.1661883
13,45,10,119.4760864
13,60,10,142.8362205
14,15,10,132.7071278
14,30,10,149.1923388
14,45,10,164.1188486
14,60,10,180.450918
15,15,10,184.9563542
15,30,10,153.6016045
15,45,10,150.2733884
15,60,10,168.8977416
16,15,10,163.5389059
16,30,10,168.0421615
16,45,10,168.255428
16,60,10,131.2824043
17,15,10,164.360758
17,30,10,154.0165062
17,45,10,143.0696686
17,60,10,144.1608426
18,15,10,176.4924634
18,30,10,142.2595953
18,45,10,135.2682836
18,60,10,159.0294172
19,15,10,188.4313338
19,30,10,155.9333261
19,45,10,160.5618618
19,60,10,140.1558932
20,15,10,182.9219151
20,30,10,157.5610564
20,45,10,164.1927576
20,60,10,139.9296432
21,15,10,169.4956809
21,30,10,161.8853157
21,45,10,136.5912622
21,60,10,156.1655459
22,15,10,148.1387009
22,30,10,157.3033888
22,45,10,151.41345
22,60,10,152.4063099
23,15,10,138.6062058
23,30,10,150.2227112
23,45,10,168.0630446
23,60,10,184.0753
24,15,10,136.5172888
24,30,10,194.433232
24,45,10,180.4968962
24,60,10,158.2734678
1,15,11,150.5842491
1,30,11,144.0780296
1,45,11,169.1474543
1,60,11,144.144312
2,15,11,147.9539754
2,30,11,169.9798125
2,45,11,162.6514063
2,60,11,170.1947543
3,15,11,163.7774633
3,30,11,148.9523139
3,45,11,147.103308
3,60,11,168.5515376
4,15,11,144.527617
4,30,11,174.9406085
4,45,11,168.4587913
4,60,11,160.2250009
5,15,11,155.5678115
5,30,11,161.5001534
5,45,11,213.2467159
5,60,11,153.6744118
6,15,11,130.0335573
6,30,11,186.8652246
6,45,11,165.4981799
6,60,11,144.9086867
7,15,11,198.3607725
7,30,11,164.5340584
7,45,11,160.3311143
7,60,11,142.781697
8,15,11,138.0820943
8,30,11,126.5660623
8,45,11,148.5918072
8,60,11,138.2757132
9,15,11,166.1187534
9,30,11,150.3154266
9,45,11,184.473392
9,60,11,180.2432338
10,15,11,158.1998489
10,30,11,150.886158
10,45,11,174.3759543
10,60,11,136.7466701
11,15,11,166.5434477
11,30,11,144.5616203
11,45,11,148.9617174
11,60,11,144.5175943
12,15,11,164.938047
12,30,11,142.7776092
12,45,11,138.1045031
12,60,11,164.5672548
13,15,11,148.5834699
13,30,11,161.4341819
13,45,11,149.7545731
13,60,11,159.9273814
14,15,11,113.534964
14,30,11,163.1411958
14,45,11,185.8577926
14,60,11,172.5281665
15,15,11,170.426377
15,30,11,151.5905988
15,45,11,158.4779386
15,60,11,159.5133651
16,15,11,157.0929515
16,30,11,141.9202307
16,45,11,149.7486317
16,60,11,152.6539326
17,15,11,147.6467035
17,30,11,169.214017
17,45,11,197.0677787
17,60,11,133.8520183
18,15,11,157.6159301
18,30,11,131.9032533
18,45,11,176.8370594
18,60,11,178.5952513
19,15,11,128.2991716
19,30,11,187.3331149
19,45,11,137.7584863
19,60,11,159.2280266
20,15,11,173.504471
20,30,11,157.9244799
20,45,11,193.0950494
20,60,11,200.5743725
21,15,11,157.7792612
21,30,11,124.2963262
21,45,11,149.5400647
21,60,11,141.6314391
22,15,11,142.9959874
22,30,11,137.0546359
22,45,11,156.7949522
22,60,11,190.0005275
23,15,11,143.7965782
23,30,11,150.9229586
23,45,11,174.6101958
23,60,11,175.3688866
24,15,11,163.463306
24,30,11,172.3108899
24,45,11,169.768785
24,60,11,149.2656235
1,15,12,162.5359789
1,30,12,150.6182334
1,45,12,140.7841523
1,60,12,165.9057832
2,15,12,156.6192153
2,30,12,152.4518367
2,45,12,160.2905784
2,60,12,171.6835621
3,15,12,161.9473389
3,30,12,158.699806
3,45,12,160.0950797
3,60,12,156.3534765
4,15,12,142.8369876
4,30,12,168.3946166
4,45,12,178.5788068
4,60,12,146.7718062
5,15,12,187.0724055
5,30,12,152.6298277
5,45,12,151.5248066
5,60,12,140.8212772
6,15,12,142.5444455
6,30,12,139.9148043
6,45,12,161.3084323
6,60,12,181.6583209
7,15,12,164.149688
7,30,12,169.4982917
7,45,12,177.4810276
7,60,12,114.5976376
8,15,12,152.7720539
8,30,12,161.2938607
8,45,12,167.2564435
8,60,12,134.1545787
9,15,12,139.0489253
9,30,12,168.4584884
9,45,12,153.6067273
9,60,12,164.5690815
10,15,12,139.7892445
10,30,12,128.7696548
10,45,12,167.9758486
10,60,12,175.0494381
11,15,12,182.2317766
11,30,12,130.4330562
11,45,12,133.6307261
11,60,12,131.3881328
12,15,12,154.8329755
12,30,12,145.4391449
12,45,12,177.0277142
12,60,12,131.69556
13,15,12,126.9927433
13,30,12,158.8758377
13,45,12,175.0432706
13,60,12,142.3727859
14,15,12,134.7965318
14,30,12,153.0704457
14,45,12,128.7263679
14,60,12,155.7989269
15,15,12,169.0756995
15,30,12,159.0793768
15,45,12,124.260661
15,60,12,146.7272268
16,15,12,150.5707313
16,30,12,185.2033395
16,45,12,170.4911232
16,60,12,154.5805887
17,15,12,176.9492572
17,30,12,138.4126742
17,45,12,149.8138723
17,60,12,178.6386262
18,15,12,180.1090085
18,30,12,167.471255
18,45,12,163.5486147
18,60,12,145.9201151
19,15,12,167.7090073
19,30,12,141.9581031
19,45,12,164.9199044
19,60,12,160.1287434
20,15,12,174.1654436
20,30,12,148.5435434
20,45,12,165.92861
20,60,12,168.4993252
21,15,12,140.8085666
21,30,12,158.0727281
21,45,12,181.6620465
21,60,12,157.3556381
22,15,12,150.4628098
22,30,12,162.9905178
22,45,12,151.0115994
22,60,12,162.7692609
23,15,12,153.3088949
23,30,12,155.2149669
23,45,12,163.0581229
23,60,12,177.8161042
24,15,12,162.9121867
24,30,12,182.4990405
24,45,12,122.3107147
24,60,12,148.160666
1,15,13,159.3782087
1,30,13,141.8432186
1,45,13,134.627614
1,60,13,165.6158643
2,15,13,165.5449236
2,30,13,160.2521695
2,45,13,161.9863249
2,60,13,141.2638863
3,15,13,147.3678412
3,30,13,153.7687824
3,45,13,144.2552371
3,60,13,160.94789
4,15,13,194.233729
4,30,13,147.6208831
4,45,13,166.1137271
4,60,13,138.5814674
5,15,13,177.4435088
5,30,13,139.6501724
5,45,13,158.9316744
5,60,13,145.3886268
